UserId, DisplayName, PostCount, CommentCount, TotalScore
36964, schoon, 3, 1, 0
73930, Dave, 18, 9, 0
70118, Mukesh K, 3, 1, 0
67726, Dedalous, 7, 1, 0
56257, Charles_de_Montigny, 3, 1, 0
75423, Kirk, 6, 1, 0
76409, Mark Dunne, 1, 1, 0
76655, Morgoth, 5, 2, 0
76904, MetalSlugSnk, 4, 3, 0
77366, Emily Reed, 4, 2, 0
78698, danwri, 5, 1, 0
78848, Howard Zoopaloopa, 4, 1, 0
79249, leonard, 7, 4, 0
79756, Alexey, 3, 1, 0
79759, Nam Vu, 3, 1, 0
2830, teebszet, 3, 1, 0
3152, Jesse Lawson, 6, 1, 0
5099, dimbul, 3, 1, 0
6418, red_GNS, 3, 1, 0
10125, Omley, 3, 1, 0
9253, Jaap, 4, 1, 0
13027, LDGN, 4, 1, 0
14231, gregm, 3, 1, 0
15192, adihere, 3, 3, 0
15308, jimakos17, 3, 2, 0
15430, user2530062, 14, 4, 0
16683, asPlankBridge, 5, 2, 0
16969, JSchultz, 1, 1, 0
18012, Chinmay Kanchi, 4, 3, 0
18721, dqian96, 3, 1, 0
19185, lbedogni, 3, 2, 0
21090, Henry, 10, 2, 0
20497, bunny sunny, 3, 1, 0
23416, patapouf_ai, 16, 4, 0
21719, NBWL, 1, 2, 0
17957, xCloudx8, 2, 1, 0
24980, Burakumin, 4, 4, 0
25153, GNMO11, 3, 1, 0
28328, ginge, 6, 3, 0
29428, Roy, 28, 12, 0
29564, Viswanath Hariharan, 9, 6, 0
29714, ichernob, 15, 4, 0
26108, Muhammad Rifqi Fatchurrahman, 4, 1, 0
29886, phly, 3, 1, 0
30924, user3117253, 4, 1, 0
31385, user4218673, 3, 2, 0
32262, YS_stack, 3, 1, 0
37814, off99555, 27, 9, 0
38031, Phaneeth , 6, 2, 0
38134, JKC, 3, 6, 0
39640, cocanut, 6, 2, 0
4868, Santhosh Kumar M, 2, 1, 0
30000, bharadwaj aldur, 6, 3, 0
9306, Harald Schilly, 1, 1, 0
13603, pygabriel, 2, 1, 0
42248, TheBiometricsGuy, 16, 3, 0
31819, neves, 6, 3, 0
40454, RTM, 5, 1, 0
42531, weiji14, 4, 2, 0
43645, Jason Davis, 3, 1, 0
44637, Hastu, 15, 2, 0
44725, learnningprogramming, 3, 1, 0
45136, kaza, 3, 1, 0
44886, tmthyjames, 3, 1, 0
46356, outlier, 5, 6, 0
46488, Paul, 3, 3, 0
46501, BalancedTryteOperators, 3, 3, 0
38271, jshep, 11, 3, 0
16879, udAyKumArVermA, 14, 2, 0
46799, Aki, 3, 1, 0
47036, Tian, 5, 2, 0
40467, salamander, 3, 1, 0
45191, jacob, 31, 12, 0
15884, user1, 3, 2, 0
49569, Karl Uibo, 3, 1, 0
33501, Alina, 17, 1, 0
49349, An economist, 3, 5, 0
51255, vladasha, 3, 1, 0
52068, annstudent93, 19, 10, 0
52237, waffl, 3, 1, 0
52695, user123249, 6, 1, 0
37997, Shiny, 4, 5, 0
53107, Silja, 3, 1, 0
49017, lads, 11, 3, 0
53675, N.Woodruff, 3, 1, 0
53715, Ryszard Cetnarski, 2, 1, 0
53465, BolshackLancer, 3, 2, 0
54128, varsh, 2, 1, 0
54280, TheProfiler, 3, 3, 0
56412, Harigovind Valsakumar, 4, 8, 0
56544, Dustin Spicuzza, 6, 1, 0
57834, Ashok Suthar, 7, 7, 0
58265, Ahmad Ashraf, 3, 1, 0
59387, Sudhi, 11, 10, 0
59899, herry, 3, 1, 0
60381, JoPapou13, 17, 1, 0
54579, Leo Jiang, 6, 1, 0
62670, Son kun, 3, 1, 0
63390, Reslan Tinawi, 3, 2, 0
63838, seiseman, 7, 2, 0
64094, Ilyes, 3, 1, 0
69023, Frankshore, 3, 1, 0
69082, Agnius Vasiliauskas, 1, 1, 0
70215, kakarukeys, 3, 2, 0
70237, edunlimit, 16, 1, 0
69951, winnie, 4, 2, 0
53204, Victor Valente, 8, 1, 0
70875, Oman, 6, 4, 0
71390, Brian Wendel, 1, 1, 0
73826, Door Lasst, 3, 1, 0
73990, Zoidberg, 6, 4, 0
74476, Edcel Cabrera Vista, 6, 1, 0
74820, vishal, 3, 4, 0
74846, Bakaburg, 12, 2, 0
76199, tachyon, 6, 1, 0
76203, nag, 11, 3, 0
76635, qwertzuiop, 11, 1, 0
30245, Lepidopterist, 3, 1, 0
77192, soumyajeet, 7, 4, 0
77244, Denis Belov, 3, 1, 0
77740, sak, 3, 2, 0
78078, howardpotts, 7, 1, 0
79104, Ingen 77, 3, 1, 0
79357, Yash Patel, 2, 1, 0
79396, Colin Gladue, 3, 1, 0
79967, Seb, 4, 3, 0
80223, user1261404, 3, 2, 0
75145, Diya, 3, 1, 0
265, J Richard Snape, 1, 1, 0
1315, user1769197, 8, 8, 0
3050, vinibarr, 4, 2, 0
3317, polmath, 3, 1, 0
4978, Daniel Falbel, 22, 5, 0
8017, Matek, 3, 2, 0
6465, hadooper, 3, 1, 0
12333, Marios Mintzis, 3, 2, 0
12536, Blaze, 4, 2, 0
13915, Marc Lamberti, 13, 7, 0
14586, FraserOfSmeg, 28, 6, 0
14644, Michael Elma, 19, 1, 0
14694, jams, 3, 1, 0
17360, agemO, 3, 3, 0
18452, Trupti Dongargaonkar, 4, 1, 0
18692, M-T-A, 6, 2, 0
13527, lee kwot sin, 12, 2, 0
21854, Vitaly B, 3, 1, 0
21858, Carsten, 3, 1, 0
23285, skrypalyk, 5, 4, 0
23761, Sohier Dane, 1, 1, 0
27460, nick_name, 15, 5, 0
17435, Hima, 4, 2, 0
20354, Ic3fr0g, 4, 1, 0
28012, clstaudt, 10, 3, 0
19046, lucky6qi, 4, 1, 0
21767, user297850, 15, 3, 0
28938, pSoLT, 8, 1, 0
29824, An0mn, 14, 5, 0
27768, famargar, 13, 17, 0
30396, enclis, 3, 4, 0
30668, lo tolmencre, 20, 17, 0
31905, Bociek, 3, 1, 0
32083, AugBar, 3, 2, 0
32554, Shank, 4, 2, 0
17122, mrgloom, 1, 1, 0
32628, Chris, 18, 6, 0
32931, userAD, 5, 2, 0
33340, ayyayyekokojambo, 5, 3, 0
33838, Smith, 46, 21, 0
33963, Luftbaum, 9, 1, 0
33499, jcm69, 1, 2, 0
37380, Dave Wilson, 3, 1, 0
37483, Kevin Wallis, 3, 1, 0
38523, lrosique, 3, 1, 0
35809, Alessandro, 12, 3, 0
39196, Carter, 3, 2, 0
39941, Mour_Ka, 5, 1, 0
41747, sera, 4, 9, 0
41849, jxn, 6, 1, 0
43060, Katherine, 7, 1, 0
43212, Monster, 3, 1, 0
43325, Ankita Sharma, 3, 2, 0
42904, user3806649, 9, 7, 0
44063, Lorenzo Najt, 7, 1, 0
44375, brianberns, 3, 4, 0
44844, Matteo Cassia, 3, 1, 0
45892, Bastien, 3, 4, 0
47149, SFD, 13, 3, 0
47736, jasonlcy91, 3, 1, 0
49731, ddd, 12, 2, 0
51562, Jason Marsh, 7, 3, 0
51648, nainometer, 10, 2, 0
52640, Jens de Bruijn, 9, 2, 0
53418, Emanuel Giurgiu, 3, 2, 0
33166, kuanb, 3, 1, 0
54030, Zubetto, 7, 1, 0
54304, Tushar Sinha, 4, 1, 0
54492, J.GUO, 3, 1, 0
55088, itaher, 3, 1, 0
56443, user96176, 3, 1, 0
56903, Arun Sharma, 7, 3, 0
39813, gbi1977, 4, 2, 0
57804, Seyyed A., 6, 3, 0
59508, Epsilon, 3, 1, 0
59581, Mugdha Bhatnagar, 3, 1, 0
59417, Btibert3, 6, 2, 0
59919, harshcode, 13, 1, 0
60789, Gabriel Silva, 4, 1, 0
61817, Rishabh Baid, 5, 2, 0
26385, user86752, 3, 1, 0
63006, Sally Jones, 3, 1, 0
63360, Mels Hakobyan, 3, 2, 0
64720, Arpit Kathuria, 3, 1, 0
52681, Amit Rastogi, 9, 2, 0
65730, Rebecca Swab, 3, 1, 0
24703, Santino, 9, 1, 0
66366, dina, 7, 1, 0
56524, Jibin Mathew, 26, 2, 0
67471, Ângelo D, 6, 5, 0
18401, Sapiens, 12, 2, 0
68247, Apoorv Jain, 6, 5, 0
68692, Andreas, 8, 2, 0
69194, user69194, 3, 1, 0
69470, JordiCarrera, 15, 3, 0
69511, Dr. V, 3, 1, 0
70082, Maxxx, 29, 3, 0
71135, Stephen Ewing, 1, 1, 0
21304, data9, 3, 3, 0
74708, Alwyn, 3, 3, 0
74533, Josh, 3, 1, 0
70132, Arindam, 3, 2, 0
75666, Franklin Varghese, 3, 1, 0
76022, wrufesh, 3, 1, 0
76386, Suresh Pokharel, 14, 1, 0
77319, Pedro Marques, 1, 2, 0
77812, Guest_10215, 3, 1, 0
78015, Kay, 4, 4, 0
78870, Mountain Scott, 3, 1, 0
79134, Victor, 8, 2, 0
79480, Fichel, 5, 2, 0
79624, Addy, 3, 1, 0
79765, babkr, 1, 2, 0
63112, Sander Vanden Hautte, 5, 2, 0
80244, bhanu raja, 3, 1, 0
189, resgh, 5, 2, 0
514, binga, 7, 3, 0
1192, howdyjessie, 6, 4, 0
3482, Catalin, 4, 1, 0
4662, puncrazy, 4, 2, 0
5241, dzeno, 3, 1, 0
6625, user100487, 3, 1, 0
8860, Tyrion Lannister, 6, 6, 0
9079, shosha, 4, 1, 0
10001, Pratik, 4, 1, 0
12258, ZoltanE, 3, 1, 0
13103, Samuel Harrold, 13, 1, 0
15356, noobstats, 6, 2, 0
15148, Wojciech Migda, 3, 2, 0
14684, SpanishBoy, 18, 3, 0
13515, function, 12, 1, 0
16808, hakunin, 8, 1, 0
9774, MedAli, 13, 4, 0
17047, Vin, 14, 8, 0
16704, Bach, 1, 2, 0
17908, Changwang Zhang, 4, 1, 0
17939, user3435407, 3, 2, 0
20945, el Josso, 2, 1, 0
21481, amicos, 3, 1, 0
23452, Rachel, 7, 2, 0
25347, Michael SM, 3, 3, 0
26138, PythonNoob123, 3, 1, 0
26643, Torben., 19, 1, 0
26955, nnrales, 3, 1, 0
27371, user3550351, 3, 1, 0
28062, user28062, 3, 2, 0
28809, Jan Wrona, 3, 1, 0
29365, Achilles, 9, 6, 0
29190, Sylvain M, 3, 1, 0
4855, jmnavarro, 1, 2, 0
29556, Paco Barter, 1, 2, 0
30173, Mihail Salnikov, 5, 1, 0
30278, cartoonheart91, 3, 1, 0
31075, D3181, 9, 3, 0
30675, KadeG, 1, 2, 0
31988, user31988, 3, 1, 0
32854, AlexGuevara, 10, 1, 0
32904, Chints, 3, 2, 0
32989, VladimirLenin, 37, 8, 0
33245, keramat, 22, 3, 0
34201, canadair, 3, 1, 0
26239, HelloGoodbye, 1, 5, 0
38395, Smith Volka, 32, 23, 0
40546, penduDev, 3, 2, 0
40665, Hector Blandin, 7, 6, 0
41419, Dhanshree Bagal, 12, 10, 0
42210, Jaya S Parimi, 5, 4, 0
42225, vuduc, 4, 1, 0
42419, Hellboy, 3, 1, 0
42142, SergiyKolesnikov, 6, 2, 0
43473, Mirit, 19, 6, 0
43977, Muriz Serifovic, 3, 1, 0
44057, Pradyumna Rahul, 3, 3, 0
40102, Shiva Manhar, 9, 1, 0
45172, theGuy05, 4, 2, 0
34009, serv-inc, 1, 1, 0
46375, Qwerto, 65, 17, 0
46540, Tony, 1, 4, 0
47557, Ant Kutschera, 5, 1, 0
24532, 0x07FC, 3, 1, 0
45701, SKOR2, 3, 2, 0
50206, charel-f, 3, 1, 0
37585, Shreyans Jasoriya, 6, 6, 0
12312, Bonson, 4, 2, 0
39387, ab123, 18, 3, 0
57055, tjborromeo, 1, 1, 0
57141, MrT, 4, 2, 0
57546, user57546, 3, 1, 0
56237, Thomas Coquereau, 3, 2, 0
58258, shaft, 6, 2, 0
44789, Alex, 1, 1, 0
40852, Mohamed Bakr, 3, 1, 0
59861, Ralph, 3, 3, 0
60542, Gistiv, 3, 1, 0
61020, Nawra C, 4, 2, 0
61706, Aristodog, 4, 1, 0
62104, mevers303, 4, 1, 0
65073, JollyRoger, 7, 4, 0
65147, Lars Ericson, 7, 1, 0
65173, Santiago Pardal, 3, 3, 0
65541, lars20070, 7, 1, 0
65654, J. V., 4, 3, 0
21056, Madaray, 4, 1, 0
67598, Liam F-A, 6, 4, 0
68433, Sam Castillo, 10, 3, 0
69356, Lossa, 3, 1, 0
63504, Victor Villacorta, 4, 1, 0
70234, A.SDR, 9, 2, 0
70299, Gianpiero Francesca, 3, 1, 0
70776, Jack Farah, 3, 2, 0
70854, Convex Leopard, 3, 1, 0
71541, Stefan, 9, 1, 0
51280, Dimitrios Panagopoulos, 7, 1, 0
71961, Recessive, 6, 1, 0
68182, Rasoul, 3, 1, 0
71896, SoH, 15, 3, 0
74441, Marton Langa, 3, 1, 0
37542, fccoelho, 3, 2, 0
76957, Boggavarapu Ram Saran Sai Srin, 3, 2, 0
78104, user1029296, 7, 1, 0
61484, Naveen Meka, 4, 5, 0
71912, user3656142, 15, 3, 0
79426, rygel, 3, 1, 0
79764, mlnoob, 3, 1, 0
79904, Mr-M, 4, 1, 0
80245, Balaram Achuri, 5, 5, 0
5044, Juanito, 11, 5, 0
5095, Ghillie Dhu, 3, 1, 0
6496, Shahriar Dadgar, 10, 1, 0
8236, David Feldman, 4, 1, 0
8987, Soren Havelund Welling, 3, 1, 0
9689, Ed Fine, 3, 1, 0
13485, amustafa, 7, 3, 0
413, Felipe Almeida, 6, 1, 0
15230, JusefPol, 4, 1, 0
14617, Ogaday, 4, 3, 0
17116, krishna Prasad, 29, 16, 0
18295, Bipero, 3, 3, 0
18315, naveen marri, 13, 3, 0
14150, Feynman27, 9, 2, 0
21242, achimneyswallow, 6, 1, 0
23283, tlorieul, 11, 3, 0
12789, Arsen, 3, 1, 0
25043, Rafael Toledo, 3, 1, 0
25583, Ulad Kasach, 4, 1, 0
25488, Emil, 5, 4, 0
26260, Abdullah Danyal, 4, 1, 0
26800, Rjay155, 13, 2, 0
27396, user1928436, 9, 1, 0
2956, user67633, 3, 1, 0
28937, AutoMiner, 25, 5, 0
29302, Drewdavid, 3, 1, 0
29457, User1915, 4, 1, 0
32357, ScientiaEtVeritas, 5, 3, 0
33183, J. Doe, 33, 5, 0
17036, aysebilgegunduz, 3, 2, 0
37371, Silent Zebra, 1, 1, 0
37432, Furqan Shakoor, 3, 1, 0
39208, Gowtham Ramesh, 11, 2, 0
42275, Joseph, 12, 4, 0
42945, P.Joseph, 12, 4, 0
43472, Lafayette, 41, 15, 0
41093, Jacob Quisenberry, 7, 4, 0
44290, ben890, 4, 1, 0
46055, DPascal, 25, 17, 0
46487, N08, 3, 1, 0
39076, iHavADoubt, 15, 3, 0
49072, Deepak Mishra, 1, 1, 0
49762, yu.sun, 3, 1, 0
50312, sidrane, 3, 2, 0
47080, Chuancong Gao, 2, 3, 0
33335, mlee_jordan, 21, 3, 0
51031, Azza Ousji, 3, 1, 0
52578, Olympus, 3, 1, 0
50451, HighVoltage, 6, 1, 0
53038, HOSS_JFL, 3, 2, 0
53114, l7ll7, 8, 5, 0
53115, Hiba Khanam, 3, 1, 0
53320, Eray, 5, 2, 0
53900, Nahyyz, 3, 1, 0
54285, Rebecca Ijekah, 9, 3, 0
54713, Physbox, 19, 6, 0
55049, TorbenL, 6, 6, 0
55076, QuantumHoneybees, 10, 1, 0
56229, thinkywinky, 4, 1, 0
45935, amateurjustin, 3, 2, 0
57295, Abdelhak Ohammou, 3, 1, 0
57387, stephan, 3, 1, 0
57735, Mujeeb, 3, 2, 0
58398, Pablo Gonzalez, 3, 1, 0
58651, Anam Habib, 3, 5, 0
58905, mibrl12, 3, 4, 0
59758, Matt, 11, 2, 0
45257, Melinya, 3, 6, 0
60971, Ammar Ul Hassan, 7, 5, 0
61075, jimmy, 3, 2, 0
61549, Ishan Goel, 1, 1, 0
62521, Alexander Vocaet, 28, 3, 0
62725, E. Kenney, 7, 3, 0
63424, coolcoder, 3, 1, 0
63955, Jazzmine, 4, 3, 0
64973, Oleg, 12, 2, 0
66019, Deer Jona, 9, 2, 0
66969, Mukesh Bhandarkar, 6, 1, 0
67116, Senor Gonzalez, 3, 1, 0
68133, Isu Shrestha, 7, 4, 0
712, glhuilli, 11, 3, 0
68547, KHK, 3, 1, 0
38315, Alex, 13, 5, 0
71031, mlstarter, 4, 1, 0
74294, Meep, 4, 1, 0
75087, Tuan Do, 4, 1, 0
75098, Yatin, 7, 2, 0
75614, lmas, 3, 1, 0
36949, MichaelRazum, 6, 2, 0
76161, Zuber, 9, 4, 0
66577, shantanu pathak, 2, 1, 0
73919, czlsws, 33, 4, 0
78482, wizzo, 3, 2, 0
78599, Flewer47, 3, 2, 0
39847, Gautham Venkataraman, 3, 1, 0
47956, rocksyne, 1, 1, 0
79348, teal_sky, 16, 1, 0
78662, Prashanth Balasubramanian, 6, 2, 0
79435, halfcup, 3, 1, 0
79715, Narek, 4, 1, 0
80106, C. Yduqoli, 6, 3, 0
78285, Shanmuga PriyaV sp, 8, 2, 0
3328, aSteve, 7, 7, 0
9510, Eran Medan, 3, 1, 0
11063, SriniShine, 3, 1, 0
15398, Matt Harvey, 3, 1, 0
15930, chi, 7, 2, 0
16511, Hans Ziqiu Li, 6, 2, 0
17256, user86569, 6, 1, 0
21262, Constantin Weisser, 7, 1, 0
24392, jlarsch, 4, 4, 0
12558, Bernard, 5, 1, 0
25934, Thomas Pinetz, 2, 2, 0
26477, Malvrok, 8, 4, 0
27010, johnny b, 3, 5, 0
17978, lucasrodesg, 7, 1, 0
27626, Jeremy, 3, 1, 0
27928, aberger, 1, 3, 0
29208, Lamda, 4, 1, 0
29436, Effe Pelosa, 3, 2, 0
29498, Paul Jurczak, 8, 4, 0
30693, Apoorva Abhishekh, 15, 4, 0
30846, user123328, 1, 1, 0
23377, Mahmood Kohansal, 4, 3, 0
33404, ggrant, 5, 2, 0
33934, kenny, 13, 7, 0
37298, i.k., 5, 4, 0
38385, Iman, 3, 1, 0
39287, Ren91, 3, 1, 0
27122, yell, 10, 1, 0
41993, user3496060, 3, 2, 0
40815, ANUPAM BISHT , 5, 1, 0
35386, Programmer, 19, 7, 0
44539, user1424739, 5, 2, 0
44804, J.G., 8, 1, 0
45133, user19241256, 3, 1, 0
46431, user3425778, 3, 2, 0
44865, Bertrand Delvaux, 9, 3, 0
46783, Oleg, 7, 1, 0
47233, Adnan Saood, 4, 2, 0
49944, Amy.Dj, 4, 3, 0
50256, Amit Khanna, 3, 1, 0
50603, arush1836, 16, 2, 0
49441, Reuben_v1, 9, 2, 0
51007, TigSh, 30, 10, 0
41219, ktj1989, 3, 1, 0
30940, Kid Cudi, 3, 1, 0
52891, Ashesh, 16, 2, 0
52902, haik, 10, 7, 0
52997, dodo, 7, 1, 0
53287, user9905924, 3, 3, 0
53662, helloworld, 3, 1, 0
53758, Sharvari Gc, 3, 1, 0
46780, Manikant Kella, 3, 5, 0
54118, Ria George, 10, 10, 0
54757, Alex, 3, 1, 0
56342, Armen, 5, 1, 0
57632, seungjaeryanlee, 6, 2, 0
33714, paulahniuk, 3, 1, 0
57789, Adithya Sama, 5, 6, 0
59190, Breck, 3, 1, 0
59192, AYP, 3, 1, 0
60206, Angel, 9, 3, 0
60392, BluedogVIP, 3, 1, 0
61348, Philippe, 3, 1, 0
61895, Atani, 4, 2, 0
62095, user8328365, 3, 1, 0
54953, Dylan, 6, 2, 0
63896, Iván, 4, 1, 0
64385, spv92, 5, 6, 0
64795, I.D.M, 15, 5, 0
65374, Partha D., 1, 4, 0
66165, Alex Luya, 16, 1, 0
66538, Coronon, 3, 1, 0
66602, SUHASINI KL, 3, 1, 0
66679, qmars, 3, 1, 0
65765, Henry, 9, 1, 0
42246, ripevik, 3, 2, 0
69685, RLSelfStudy, 3, 1, 0
70725, Salmon, 3, 2, 0
71375, joshvarial, 10, 1, 0
72022, Niccolò Veronesi, 3, 1, 0
73227, Houssam, 3, 2, 0
73399, free_road, 6, 4, 0
73726, Ann, 3, 2, 0
74169, TheSugoiBoi, 6, 3, 0
13380, Irteza, 3, 1, 0
74532, Vincent Brisse, 3, 1, 0
75017, newbie, 3, 1, 0
75492, Robin, 4, 1, 0
75841, Quasar, 4, 5, 0
76209, ccouturi, 10, 6, 0
77122, thewhitetie, 3, 2, 0
77173, Pavithran Iyer, 6, 2, 0
77667, Thomas, 3, 1, 0
77960, FelizNaveedad, 2, 1, 0
78392, arxoft, 4, 1, 0
30698, Yonathan Mizrachi, 3, 1, 0
60622, Valeria, 4, 1, 0
78334, felix Antony, 5, 3, 0
838, covfefe, 10, 1, 0
1207, user3229348, 4, 3, 0
3279, MarkKGreenway, 3, 1, 0
4705, abdoBim, 10, 2, 0
6419, 101, 3, 2, 0
8609, Kevin Bello, 3, 1, 0
9323, ahmet, 15, 4, 0
10523, user3377126, 11, 1, 0
10894, Dr.Fykos, 12, 1, 0
12898, Pierre Tasci, 5, 1, 0
13011, data101, 13, 4, 0
13155, mach, 19, 4, 0
16042, Artem, 4, 4, 0
17780, mkelley82, 3, 3, 0
18221, irimias, 14, 5, 0
18306, François M., 12, 1, 0
17310, Edamame, 79, 6, 0
18696, Jeremy L., 5, 5, 0
20982, Riken Mehta, 2, 1, 0
17772, gbhrea, 17, 8, 0
21576, nbren12, 3, 6, 0
18811, yxs8495, 3, 1, 0
23713, mimrock, 4, 3, 0
24899, Justin Martin, 3, 1, 0
12792, abhiieor, 4, 1, 0
26350, alew3, 6, 1, 0
26701, tomtom, 9, 1, 0
27007, Vamsi Krishna, 3, 1, 0
29340, Ian Roberts, 1, 1, 0
29431, vikas ray, 6, 1, 0
30099, asampat3090, 4, 1, 0
30639, Awah, 5, 2, 0
31580, Ahmad Raza, 3, 2, 0
32157, matt standley, 3, 3, 0
32169, Nitin Siwach, 7, 5, 0
33382, P.Tail, 3, 1, 0
33807, hasdrubal, 4, 5, 0
18641, Abhishek, 2, 2, 0
32500, David Lerech, 5, 2, 0
37827, Janki Mehta, 1, 1, 0
38105, ObisanKenobi, 1, 1, 0
38377, Adam, 26, 6, 0
37808, Mimi Müller, 13, 8, 0
39236, ryuzakinho, 3, 3, 0
39311, Doctor J, 4, 1, 0
39331, John Constantine, 31, 2, 0
40224, herhuf, 4, 1, 0
40751, user330612, 6, 1, 0
40857, Jessie, 9, 4, 0
40740, user3642173, 12, 1, 0
41741, Rishi Swethan, 6, 2, 0
42485, Braaedy, 3, 1, 0
44350, Saurabh Chandra Patel, 3, 1, 0
32426, Vasim, 1, 1, 0
44986, Huzo, 3, 1, 0
45278, user2680570, 3, 1, 0
41615, Czechnology, 4, 1, 0
45458, lone_wolf13, 9, 1, 0
46652, Steven Slezak, 1, 1, 0
47082, xuhdev, 5, 5, 0
49003, user9499636, 6, 1, 0
49704, Silpion, 9, 1, 0
50811, Bill, 5, 6, 0
50917, Asher Drummond, 3, 2, 0
51208, mouni93, 7, 1, 0
50402, Christian, 3, 5, 0
53224, Douglas Bright, 3, 1, 0
53279, Shivam Sharma, 3, 2, 0
53400, ahmed, 34, 6, 0
54271, GRS, 20, 3, 0
57052, Aaron Pham, 3, 2, 0
30931, CS101, 3, 1, 0
57123, J. Peters, 3, 1, 0
57481, Srividya krishnan, 6, 3, 0
58841, Ufuk Can Bicici, 9, 2, 0
59550, haha21, 6, 6, 0
58822, sentence, 4, 1, 0
30620, Kanmani, 3, 2, 0
40643, dolly vaishnav, 4, 4, 0
60607, Athar Noraiz, 3, 1, 0
49332, Shoaibkhanz, 9, 2, 0
62238, Garret Raziel, 3, 1, 0
62824, mj.beyrami, 3, 2, 0
63103, Jeff, 12, 3, 0
63620, TheExorcist, 4, 2, 0
64179, samiullah ilyas, 3, 3, 0
64631, Evans Tsai, 3, 1, 0
64940, Kejsi Struga, 2, 1, 0
65162, Frank, 5, 2, 0
65292, Tel, 8, 2, 0
65274, lone_rider, 22, 2, 0
66439, Ali, 6, 2, 0
67161, Sujitha Chinnu, 3, 2, 0
67774, Sumesh Surendran, 4, 3, 0
59627, Karthik Katragadda, 7, 1, 0
70073, eugene, 9, 2, 0
70274, davide445, 3, 1, 0
23430, MrL, 3, 1, 0
71210, ag_ojo, 3, 1, 0
71240, Darpan Dahal, 3, 5, 0
71359, Joshua, 6, 4, 0
71441, Extermis, 9, 1, 0
73428, ninji, 4, 2, 0
71538, Space Ghost, 11, 3, 0
73645, Pigna, 6, 1, 0
67294, Genie, 6, 2, 0
73573, StefanKolek Martinez de Azagra, 3, 1, 0
70749, Akshit jain, 15, 11, 0
75102, Stephen Collins, 5, 2, 0
41087, RandomCat, 4, 1, 0
75374, Pedro Penzuti Pacheco, 6, 1, 0
75547, Cihan Dogan, 1, 3, 0
70021, KRL, 10, 1, 0
76706, Dibakor Barua, 5, 2, 0
71246, Ben, 16, 3, 0
78284, Hello Mellow, 6, 3, 0
31848, pygosceles, 5, 1, 0
71140, Brady Gilg, 4, 1, 0
79176, edan patt, 6, 2, 0
79538, Matt Keller, 4, 3, 0
44454, Thomas, 1, 2, 0
3443, Tyler 十三将士归玉门, 27, 4, 0
4808, Ben Haley, 3, 1, 0
5126, Bit Manipulator, 3, 1, 0
9584, lrnzcig, 6, 1, 0
9373, dwenaus, 3, 3, 0
13896, rushimg, 1, 1, 0
14716, Masudur, 4, 2, 0
15715, llxlf, 3, 1, 0
16911, Feng Chen, 20, 7, 0
807, musicakc, 4, 1, 0
17709, Davide, 5, 1, 0
18744, Nex, 16, 2, 0
21625, matanster, 8, 4, 0
21392, Sumanth Sharma, 6, 1, 0
23731, surpavan, 12, 8, 0
25225, Zaid Amir, 8, 1, 0
24232, Sarthak Khanna, 2, 3, 0
25004, badrobot15, 4, 2, 0
27229, Johan Falkenjack, 3, 2, 0
27279, JDS, 9, 3, 0
27426, Rahul Reddy Vemireddy, 7, 5, 0
29298, living zhang, 3, 1, 0
30982, MaximilianP, 8, 3, 0
31599, KHAN irfan, 59, 31, 0
32850, Ni9elF, 15, 2, 0
27226, Dave Babbitt, 3, 2, 0
38901, japmelian, 1, 1, 0
42187, Max Al Farakh, 3, 2, 0
43112, Sergei, 1, 1, 0
4886, vkb, 5, 1, 0
43742, Haitam Abdoullah, 3, 1, 0
27911, GdD, 3, 1, 0
44607, Sriram Arvind Lakshmanakumar, 6, 2, 0
42238, Rene B., 15, 6, 0
44945, AaronDT, 5, 2, 0
45527, user26616, 6, 3, 0
44018, Hafidz Jazuli Luthfi, 3, 3, 0
47212, Developer, 4, 2, 0
49461, Sash, 3, 1, 0
47872, romulomadu, 2, 1, 0
51044, Nic Cottrell, 15, 4, 0
51506, Rob, 7, 5, 0
51931, Joker123, 3, 1, 0
49782, Stoner, 3, 1, 0
52846, M. Fabio, 3, 3, 0
52952, user52932, 3, 1, 0
53021, Danny_Kim, 7, 3, 0
54055, mathisbetter, 14, 1, 0
54120, Fang 1Gao, 3, 1, 0
54246, tenshi, 22, 7, 0
50954, Joe S, 2, 5, 0
54612, Patrice Carbonneau, 6, 2, 0
54874, jmhead, 4, 1, 0
56339, RajeshS, 6, 2, 0
58002, Marcello P., 3, 2, 0
58300, Dummie Variable, 5, 1, 0
31043, Pranav Pandey, 5, 2, 0
59343, Mnng, 4, 2, 0
59909, user27875, 6, 3, 0
59910, ZJAY, 3, 1, 0
60239, learningtofly, 4, 1, 0
62078, Nichlas Holmgren, 6, 4, 0
63430, Ahmed Amine MAJDOUBI, 3, 1, 0
62867, Marco Fumagalli, 6, 5, 0
63578, ranell, 8, 2, 0
64469, Slyfest, 7, 2, 0
62950, Peran Bray, 3, 1, 0
59407, kingJulian, 3, 2, 0
65848, Kaito, 4, 1, 0
65908, Felix Tenn, 31, 1, 0
9316, mathtick, 5, 2, 0
68042, aabreu, 3, 2, 0
68100, mmb_rach, 5, 1, 0
68251, Daniele Tr, 5, 1, 0
68294, Ahsan Umar, 8, 2, 0
67681, VD93, 3, 2, 0
70657, GapPs, 4, 1, 0
